timestamp,airTemp,airHumidity,soilTemp,soilHumidity,co2Concentration,lightIntensity
1761793612454,21.502322812942715,58.59557716055488,21.380297028482158,36.704656134912284,411.0124004892829,4999.999999999999
1761797212454,19.900580710591466,62.02616804542481,21.19033989449137,39.295487775022195,434.3720922686996,1.2246467991473533e-12
1761800812454,17.752182889138396,67.89444860488109,19.402400647367916,40.10563912702212,442.37406337550755,0.0
1761804412454,14.773909093135456,66.59191048186328,17.58665216693442,42.09075462543505,408.00573219865834,0.0
1761808012454,13.514170481973768,75.44421193058112,16.290292729442942,42.53014404820853,433.68321896093653,0.0
1761811612454,11.326939854900074,76.72552820898773,15.407261002126,37.52275549011458,489.9330852824005,0.0
1761815212454,10.543323836425051,83.19402766913007,14.672841607417153,37.01825435150419,489.8538018535156,0.0
1761818812454,9.395151471134302,83.76902425639116,14.170452576642571,42.900039490261314,497.9934958818287,0.0
1761822412454,9.383610965115142,71.55994575599044,13.64166081440198,45.25102829387257,420.4110023138034,0.0
1761826012454,11.616743744774174,79.91043385588931,13.163227371189434,41.459731235740946,430.52777285007346,0.0
1761829612454,14.192834980698384,68.66868905166974,13.131911290307029,44.78788873308183,410.5268651471593,0.0
1761833212454,16.52232390904024,68.76528399217901,13.931483469271436,44.30467718087548,490.8160879036323,0.0
1761836812454,15.724527885406067,57.308189689342974,14.516750535009157,40.53089362071608,429.2391164073446,0.0
1761840412454,21.177083510784225,57.29278822224583,14.64336860429746,44.519817184182514,475.61783042979755,0.0
1761844012454,22.49440339619747,53.44225155173542,17.05403154071168,34.95419537862685,486.7027609965742,0.0
1761847612454,24.687764716748084,53.29750668168654,18.013419471835906,38.749874742219085,487.63751823269325,0.0
1761851212454,27.69164145729017,49.02032733527294,18.901263772100172,39.63944846691514,455.1092268165593,0.0
1761854812454,28.846048274652382,41.166928113199035,21.206154295092325,41.263098265101895,476.58271428392777,0.0
1761858412454,29.29198756046426,40.96921729872325,21.46225809482837,39.82855473817503,460.22874998265445,0.0
1761862012454,30.87614908253169,36.891302749118175,21.788427655608714,38.2191490193783,456.9005739559082,0.0
1761865612454,30.836914253241197,41.09231726101712,23.35448009132942,38.138878600250905,404.9045554654319,4999.999999999999
1761869212454,28.84023388633931,43.49380291180786,22.652957000014677,37.48776378927136,423.44748053625995,8660.254037844386
1761872812454,27.064428110919884,49.40780486455888,23.23115817576338,37.16877231706812,442.8957477661694,10000.0
1761876412454,24.983910011721253,38.842590393230644,22.158303382023202,41.52011690833913,486.32829551495684,8660.254037844386
1761880012454,21.12163781802782,53.06102612710267,22.40886383166626,38.23813402039084,478.5199722556535,4999.999999999999
1761883612454,19.42817776792196,66.24153324400304,20.057556212312896,43.18708936147147,481.39896419042134,1.2246467991473533e-12
1761887212454,17.496230796075903,60.94388928667639,19.19150387550375,38.12848431542445,457.2329024832692,0.0
1761890812454,14.320574539664634,69.65234766316391,17.821526042132998,40.929351996173175,412.31551112033554,0.0
1761894412454,13.49527693638592,76.08297365048251,16.883138620477432,42.33437428540722,439.340458015699,0.0
1761898012454,11.518837297751189,72.55901574951348,15.053251723051476,41.08376321792532,496.26314581953113,0.0
1761901612454,11.405208958982302,77.36836020446461,14.70398551206895,43.69317947289826,478.11684934964023,0.0
1761905212454,8.663421040619363,80.68599731485848,14.019642456472607,39.04259780314917,416.4183613770798,0.0
1761908812454,9.687436398618374,83.78001011587773,13.31936337284871,38.444524021635594,460.4166153687448,0.0
1761912412454,12.497761126819789,79.53991423865175,12.925453566038316,43.35159260829885,490.96744828420617,0.0
1761916012454,12.32656057326408,72.67527055880386,13.144653036860205,40.42289723736489,439.13645277773537,0.0
1761919612454,14.607230489313395,72.46753687183119,13.232397597289033,40.45247027081481,490.1643234958276,0.0
1761923212454,17.346194848656342,62.001949077959935,13.95749864102755,40.27321553053515,445.59872120843653,0.0
1761926812454,19.659846325202057,55.67510621922864,15.54087150644516,38.74521505457809,422.26206611120494,0.0
1761930412454,24.003272594306562,56.03447861001149,16.606033822779473,39.40607381498259,427.6425198402242,0.0
1761934012454,23.703898937101687,50.09443359674523,18.416128139953134,40.173392988102286,493.1910132008422,0.0
1761937612454,25.71625179062591,44.20564735561971,19.16415314072059,41.377593278024456,419.7210476778196,0.0
1761941212454,28.696775647566238,44.144628072876884,19.79108313246413,37.41813220262451,455.3358513081475,0.0
1761944812454,31.261826399655824,35.34200988941927,21.347339998508957,45.965082756622614,498.0912439706613,0.0
1761948412454,30.607029453729197,42.77841831822118,22.517602220456375,35.75570544159906,422.0105515037935,0.0
1761952012454,30.45437020035126,45.71957696644582,22.17061688801493,45.496269768461474,458.0914717556675,4999.999999999999
1761955612454,29.616061705549118,40.50160091276669,23.655268618689952,38.05254049513479,420.04180642391054,8660.254037844386
1761959212454,26.648740102042062,52.78291802599788,23.146748552103354,42.28359767459059,472.92442197623046,10000.0
1761962812454,26.910450720617767,42.35845380357956,22.384081966480515,38.215395018313316,443.8867118384603,8660.254037844386
1761966412454,23.18142424941043,56.4974275751528,22.30271457367716,42.115680669843,444.99587632075486,4999.999999999999
1761970012454,19.463350179856533,52.99525606347808,19.277168341171095,40.69170463541402,450.9819263218632,1.2246467991473533e-12
1761973612454,17.208697610119373,57.59462896056337,19.918448682772958,40.573681711420846,412.2096798196446,0.0
1761977212454,13.02899372323605,62.00123750668131,17.713852279470423,44.217836008349494,409.6455964917716,0.0
1761980812454,14.023617201338475,72.14144839651516,16.029305966690444,39.92195414046294,477.3333952246417,0.0
1761984412454,11.425503209592163,83.92406495784168,16.483999435140767,42.755502643168995,431.2590294926554,0.0
1761988012454,9.315493126602927,84.65586161770817,14.198361098412503,41.49040751141326,498.2016679920631,0.0
1761991612454,11.630181082987054,83.0006750820634,13.784101380490448,39.18858896105133,419.48097225070273,0.0
1761995212454,11.815325486677084,71.13694228479835,12.902357013279184,39.16862928960668,426.76793770714687,0.0
1761998812454,10.562550061785084,75.72090481393982,13.055148598615965,40.13327760909241,476.37104989669683,0.0
1762002412454,13.516100173881654,75.32238495833879,12.566543357438793,43.13761682711347,456.6784026145197,0.0
1762006012454,15.804898193123485,67.37084990206822,13.865371367327832,41.65163336799452,461.9203911293784,0.0
1762009612454,17.54740201743245,66.44520570159463,14.502343527739319,39.64443941395229,492.78400844330275,0.0
1762013212454,20.0437321315462,55.90016499585428,15.674623653389647,38.18908323846825,401.6305894647789,0.0
1762016812454,22.583646259901347,50.09554175916759,16.281975278406957,38.19570128549188,417.50977480575796,0.0
1762020412454,25.48795282466806,57.29092780000828,17.609556685174145,40.27164093187429,401.0778505771349,0.0
1762024012454,29.489930288277826,49.78107880896245,18.542940776941148,37.98901471532636,470.7830662755289,0.0
1762027612454,28.849846457619172,44.08080023276267,20.898572385770127,42.348079587092066,405.1478077477921,0.0
1762031212454,29.55261844571032,41.031201825248345,22.361592416986483,36.740333902813596,455.4380546193025,0.0
1762034812454,28.888507286959623,44.48342306314231,22.152372995458244,43.71904532026609,402.2750394624759,0.0
1762038412454,29.110313685121444,30.44791416828713,22.575855506082274,37.95684759203685,460.1893472832447,4999.999999999999
1762042012454,30.803707549213925,37.15408083800873,22.870336922990568,37.910001771171736,461.15155136671035,8660.254037844386
1762045612454,28.5869449243432,52.191553939258064,23.347855457978476,43.28046067843966,463.2898813999224,10000.0
1762049212454,25.73374981264109,39.11940451337177,22.428423749142652,42.96140897802568,415.5641781665522,8660.254037844386
1762052812454,20.975553726425517,51.206821982568556,21.356942983369965,40.7467954494105,441.24154339789857,4999.999999999999
1762056412454,21.716089138064746,68.1090426289211,20.288380201702495,38.387491286319445,456.48802727768657,1.2246467991473533e-12
1762060012454,17.343479020533866,68.1713382750352,19.696463539544315,37.33673743488774,431.07608809174377,0.0
1762063612454,15.965050738967998,70.70100777303134,17.305268165945293,37.28296407282918,439.81496271633966,0.0
1762067212454,13.999449644215884,66.87133175544211,16.332823910851463,38.34726404464871,434.6734051429923,0.0
1762070812454,13.569726449808307,79.87285216552858,15.822914278447664,39.39160229613901,436.3928184727385,0.0
1762074412454,9.248404436927993,73.55837354104654,15.008208171379549,42.17814084161358,477.46030899342924,0.0
1762078012454,9.862361611550686,78.03524557735211,13.912543439064207,40.36032597038073,456.02266969401,0.0
1762081612454,8.863267783819927,78.24906275874318,13.282002193693655,39.702294612268496,482.9485801437332,0.0
1762085212454,10.851831265750077,80.884581865833,12.867205866391192,42.97755305199037,468.16833788894337,0.0
1762088812454,12.38680777207421,81.12566855523582,13.307299776044356,39.43586586317471,417.02052027898543,0.0
1762092412454,13.385922351915971,68.301507719097,13.766694589818915,40.487943493863185,460.8884713796203,0.0
1762096012454,18.051227186191536,63.68866013721392,14.725745305417702,37.4739773252974,403.8010130108885,0.0
1762099612454,19.549519824591474,53.25664815312143,15.55995673187345,39.66034015095972,430.3018848541672,0.0
1762103212454,23.95750350679157,64.303184772948,17.307594643516442,42.26722885188551,492.59419516388965,0.0
1762106812454,26.553501071431583,45.91444468387238,17.370694148839675,37.24030645839356,424.55989920780564,0.0
1762110412454,26.755730475053685,43.217761159975,19.666030814015016,39.288558333250414,430.43500623621617,0.0
1762114012454,28.323436286930594,48.59660451951691,21.09969043046706,41.82114819848964,407.1323955576478,0.0
1762117612454,30.075834091272398,48.90867908611618,22.058258573010328,38.0151102399838,481.42320859318556,0.0
1762121212454,31.001801791981908,40.06923908251338,22.526222238941838,43.26851201674174,405.43991090040845,0.0
1762124812454,30.292390453161513,43.458147937160554,22.200196010681076,41.4268085291406,493.5733026063131,4999.999999999999
1762128412454,29.560962365990825,50.721903518649,22.42541133405316,38.4792175921121,481.7676750749452,8660.254037844386
1762132012454,27.671140870553035,43.707846420294416,23.079279512799026,38.75175169071124,484.8697063716411,10000.0
1762135612454,23.962967464380952,49.4185901553068,22.50919174860664,43.53210781298955,407.44439599158375,8660.254037844386
1762139212454,24.036933110567222,47.6269251514644,21.611918178162103,37.83046465808153,466.82317203960577,4999.999999999999
1762142812454,21.1802816427999,60.0465257911139,20.44462838639395,40.8775548246998,475.67888154199943,1.2246467991473533e-12
1762146412454,15.974902944211623,61.608451479047304,19.556113995651305,38.28976835460474,490.2810818437517,0.0
1762150012454,14.820926104507079,67.35132688550834,18.845650625284236,42.755566646336156,427.62866028703144,0.0
1762153612454,11.903827478665768,73.13649991921386,16.714745566525462,39.47000170905293,446.23535381197405,0.0
1762157212454,10.831307286354958,82.27307010943835,15.798303407812732,40.434481913644426,461.15849117252844,0.0
1762160812454,9.850765654937426,80.66706818167783,13.9757331271216,33.27949596721788,464.87256244341916,0.0
1762164412454,9.851706630748964,76.73716740156684,13.440017368429265,43.54007174704328,449.6453460443137,0.0
1762168012454,10.724940725219328,79.92509333629762,12.735505578728468,41.95715745466969,429.5959512557125,0.0
1762171612454,10.15048354073585,76.38743542398925,12.576067117987945,40.52468427192178,414.3434016160154,0.0
1762175212454,14.200389780441691,76.24066932341663,12.55993762911372,39.457538832748114,472.85200079607995,0.0
1762178812454,15.359232101087802,66.56752031511878,13.811664519477489,40.15371693100785,472.28154113237235,0.0
1762182412454,19.16440824348641,68.11509955914296,14.84618030757986,37.916270842375965,464.40063736079713,0.0
1762186012454,19.903449200406257,56.94275480209575,15.220261119034665,38.25043499562776,452.42876094451753,0.0
1762189612454,21.814448899653875,56.97893743393451,15.974924977090318,43.37389273361089,436.59209321009746,0.0
1762193212454,24.49964309702424,49.96693514065953,18.206946062944755,41.07752874136688,400.5043162801289,0.0
1762196812454,27.511158162225374,44.366974418483444,19.51165331734589,42.183668702462306,473.7036569613607,0.0
1762200412454,28.724715327488237,45.44282058482275,19.94022894969254,44.500219548267104,405.7042186148358,0.0
1762204012454,29.749311902103717,48.382846210032746,22.172640130597603,36.234852170905896,440.96861549959556,0.0
1762207612454,32.18836937584745,32.28379386604165,22.0730789537574,37.46649251980927,471.2444565363751,0.0
